WS_ID,Yahoo_Symbol,Name,Primary_MIC,Mapping_Status,Instrument_Type,Share_Class,History_State,History_Source,Unique_Bars,Valid_Bars,Liquidity_Class,Liquidity_Source,Usable20,MedianTurnover20_EUR,Quote_Scale,Eligibility_DryRun,In_v0_50_147,Universe_Write,Scalable_Universe_Raw,Scalable_QA,Scalable_Live_Check,Bar_Unique,Bar_Valid,Bar_First,Bar_Last,Bar_Future,Bar_Dups,Bar_Dup_Source,Bar_QA_Status,Eligibility_DryRun_Unchanged
WS:XLON:VOD.L,VOD.L,VODAFONE GRP,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,507,507,PREFERRED,v0.38,20,96240183.0,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XLON:WEIR.L,WEIR.L,WEIR GRP,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,508,508,PREFERRED,v0.38,20,29321298.79,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XLON:WISEA.L,WISE.L,WISE GROUP A,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,508,508,LOW_EXCEPTION,v0.38,20,11722503.77,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XLON:WPP.L,WPP.L,WPP,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,508,508,PREFERRED,v0.38,20,21419945.65,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XLON:WTB.L,WTB.L,WHITBREAD,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,508,508,LOW_EXCEPTION,v0.38,20,11573072.16,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XLON:ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS,XLON,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,508,508,LOW_EXCEPTION,v0.38,20,5601148.49,0.01,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:ACS.MC,ACS.MC,ACS,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,44855716.63,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:ACX.MC,ACX.MC,ACERINOX,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,10600387.09,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:AENA.MC,AENA.MC,AENA SME,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,27471204.8,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:AMA.MC,AMS.MC,AMADEUS IT GROUP,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / acciones ordinarias,PASS_HISTORY_CURRENT,v0.47,511,510,PREFERRED,v0.48,20,29190654.56,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMAD:ANA.MC,ANA.MC,ACCIONA S.A.,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,12428243.14,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:BBVA.MC,BBVA.MC,BCO BILBAO VIZCAYA ARGENTARIA,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,139688686.43,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:BKT.MC,BKT.MC,BANKINTER,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,STANDARD,v0.38,20,15295797.76,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:CABK.MC,CABK.MC,CAIXABANK,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,52978707.44,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:CLNX.MC,CLNX.MC,CELLNEX TELECOM,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,28679102.29,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:ELE.MC,ELE.MC,ENDESA,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,22760138.68,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:ENAG.MC,ENG.MC,ENAGAS,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / acciones ordinarias,PASS_HISTORY_CURRENT,v0.47,511,510,LOW_EXCEPTION,v0.48,20,7512018.49,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMAD:FER.MC,FER.MC,FERROVIAL,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,30334795.48,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:GRLS.MC,GRF.MC,GRIFOLS,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,Class A ordinary shares / acciones clase A,PASS_HISTORY_CURRENT,v0.47,511,510,LOW_EXCEPTION,v0.48,20,10335758.32,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMAD:IBE.MC,IBE.MC,IBERDROLA,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,509,PREFERRED,v0.38,20,120044143.6,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,509,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:IDR.MC,IDR.MC,INDRA SISTEMAS,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,51401764.74,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:ITX.MC,ITX.MC,Industria de Diseno Textil SA,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,59985665.09,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:MAP.MC,MAP.MC,MAPFRE,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,6405546.12,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:MRL.MC,MRL.MC,MERLIN PROPERTIES SOCIMI,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,11140611.32,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:NTGY.MC,NTGY.MC,Naturgy Energy Group,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,27802956.31,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:PUIGB.MC,PUIG.MC,PUIG BRANDS B,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,Class B ordinary shares,PASS_HISTORY_CURRENT,v0.47,511,510,LOW_EXCEPTION,v0.48,20,7136834.3,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMAD:REDE.MC,RED.MC,Redeia Corporacion,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / acciones ordinarias,PASS_HISTORY_CURRENT,v0.47,511,510,LOW_EXCEPTION,v0.48,20,9833192.0,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMAD:REP.MC,REP.MC,REPSOL,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,56253443.63,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:SABE.MC,SAB.MC,BCO SABADELL,XMAD,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / acciones ordinarias,PASS_HISTORY_CURRENT,v0.47,511,510,PREFERRED,v0.48,20,57300037.35,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,511,511,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMAD:SAN.MC,SAN.MC,BCO SANTANDER,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,509,PREFERRED,v0.38,20,223141762.75,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,509,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:SCYR.MC,SCYR.MC,SACYR,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,8126714.24,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:TEF.MC,TEF.MC,TELEFONICA,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,PREFERRED,v0.38,20,23882187.49,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:UNI.MC,UNI.MC,UNICAJA BANCO S.A.,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,LOW_EXCEPTION,v0.38,20,12105029.48,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMAD:VIS.MC,VIS.MC,VISCOFAN,XMAD,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,509,508,FAIL_LIQ,v0.38,20,2847123.16,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:A2.MI,A2A.MI,A2A,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,STANDARD,v0.48,20,15774108.29,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:AZMT.MI,AZM.MI,AZIMUT HLDG,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,LOW_EXCEPTION,v0.48,20,13150612.76,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMIL:BAMI.MI,BAMI.MI,BANCO BPM,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,56277083.23,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:BCU.MI,BC.MI,BRUNELLO CUCINELLI,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,LOW_EXCEPTION,v0.48,20,13322298.31,1.0,LOW_LIQUIDITY_EXCEPTION,NO,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION
WS:XMIL:BGN.MI,BGN.MI,BCA GENERALI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,LOW_EXCEPTION,v0.38,20,10731572.63,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:BMED.MI,BMED.MI,BANCA MEDIOLANUM,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,LOW_EXCEPTION,v0.38,20,11732757.09,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:BMPS.MI,BMPS.MI,BANCA MONTE DEI PASCHI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,122547899.98,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:BZU.MI,BZU.MI,BUZZI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,STANDARD,v0.38,20,18809122.47,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:CPRI.MI,CPR.MI,DAVIDE CAMPARI,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,24278902.38,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:CRDI.MI,UCG.MI,UNICREDIT,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,241324342.3,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:DLG.MI,DLG.MI,DE LONGHI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,FAIL_LIQ,v0.38,20,4366021.05,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:EMII.MI,BPE.MI,BPER Banca,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,59244598.89,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:ENEI.MI,ENEL.MI,ENEL,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,147590829.03,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:ENI.MI,ENI.MI,ENI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,169863153.42,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:FBK.MI,FBK.MI,FINECOBANK,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,31298202.51,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:GASI.MI,G.MI,ASSICURAZIONI GENERALI,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,73604035.45,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:HRA.MI,HER.MI,HERA,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,STANDARD,v0.48,20,16335572.99,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:IG.MI,IG.MI,ITALGAS,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,22217187.97,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:ISP.MI,ISP.MI,INTESA SANPAOLO,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,250990727.68,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:ITPG.MI,IP.MI,INTERPUMP GRP,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,FAIL_LIQ,v0.48,20,4301328.48,1.0,FAIL_LIQUIDITY,NO,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,FAIL_LIQUIDITY
WS:XMIL:IVG.MI,IVG.MI,IVECO GROUP,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,LOW_EXCEPTION,v0.38,20,5555137.26,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:LDOF.MI,LDO.MI,LEONARDO,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,89535058.44,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:LTMC.MI,LTMC.MI,LOTTOMATICA GROUP,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,LOW_EXCEPTION,v0.38,20,13140323.87,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:MONC.MI,MONC.MI,MONCLER,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,43675724.59,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:NEXII.MI,NEXI.MI,NEXI SPA,XMIL,EVIDENCE_CANDIDATE_APPLIED,ORDINARY_SHARE,ordinary shares / azioni ordinarie,PASS_HISTORY_CURRENT,v0.47,506,505,PREFERRED,v0.48,20,31563415.02,1.0,PASS_STRICT_CANDIDATE,YES,NO,NOT_VERIFIED,not verified,NO,506,506,2024-09-04,2026-09-04,NO,NO,SQLITE,PASS_BAR_QA,PASS_STRICT_CANDIDATE
WS:XMIL:PIRC.MI,PIRC.MI,PIRELLI & C. S.P.A.,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,LOW_EXCEPTION,v0.38,20,10953912.95,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:PRY.MI,PRY.MI,PRYSMIAN,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,127956418.83,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:PST.MI,PST.MI,POSTE ITALIANE,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,45417501.61,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
WS:XMIL:RACE.MI,RACE.MI,FERRARI,XMIL,UNMAPPED,UNKNOWN,,PASS_HISTORY_CURRENT,v0.38,504,503,PREFERRED,v0.38,20,141356068.7,1.0,INSTRUMENT_REVIEW,NO,NO,NOT_VERIFIED,not verified,NO,504,503,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,PASS_BAR_QA,INSTRUMENT_REVIEW
