WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,G3_Segment
WS:XTKS:7912,"DAI NIPPON PRINTING CO., LTD.",,COMMON_STOCK,Japan,7912,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:5706,"MITSUI KINZOKU CO., LTD.",,COMMON_STOCK,Japan,5706,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:8253,"CREDIT SAISON CO., LTD.",,COMMON_STOCK,Japan,8253,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:8830,"SUMITOMO REALTY & DEVELOPMENT CO., LTD.",,COMMON_STOCK,Japan,8830,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:5803,FUJIKURA LTD.,,COMMON_STOCK,Japan,5803,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:5411,"JFE HOLDINGS, INC.",,COMMON_STOCK,Japan,5411,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:3861,OJI HOLDINGS CORP.,,COMMON_STOCK,Japan,3861,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:8604,"NOMURA HOLDINGS, INC.",,COMMON_STOCK,Japan,8604,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:6501,"HITACHI, LTD.",,COMMON_STOCK,Japan,6501,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XTKS:5406,"KOBE STEEL, LTD.",,COMMON_STOCK,Japan,5406,Tokyo Stock Exchange,XTKS,JPY,,,JP_N225,JP_N225,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIKKEI225,2026-07-31,2026-08-22 18:43:59.282,,,JP_N225
WS:XHKG:941,CHINA MOBILE,,UNKNOWN,Hong Kong,941,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_R,,HK_HSI
WS:XHKG:1928,SANDS CHINA LTD,,UNKNOWN,Hong Kong,1928,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:6160,BEONE MEDICINES,,UNKNOWN,Hong Kong,6160,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:1099,SINOPHARM,,UNKNOWN,Hong Kong,1099,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:669,TECHTRONIC IND,,UNKNOWN,Hong Kong,669,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:175,GEELY AUTO,,UNKNOWN,Hong Kong,175,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:2020,ANTA SPORTS,,UNKNOWN,Hong Kong,2020,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:1044,HENGAN INT'L,,UNKNOWN,Hong Kong,1044,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:868,XINYI GLASS,,UNKNOWN,Hong Kong,868,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:9633,NONGFU SPRING,,UNKNOWN,Hong Kong,9633,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:960,LONGFOR GROUP,,UNKNOWN,Hong Kong,960,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:1398,ICBC,,UNKNOWN,Hong Kong,1398,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:241,ALI HEALTH,,UNKNOWN,Hong Kong,241,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:857,PETROCHINA,,UNKNOWN,Hong Kong,857,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:16,SHK PPT,,UNKNOWN,Hong Kong,16,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:700,TENCENT,,UNKNOWN,Hong Kong,700,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:388,HKEX,,UNKNOWN,Hong Kong,388,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:2382,SUNNY OPTICAL,,UNKNOWN,Hong Kong,2382,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:288,WH GROUP,,UNKNOWN,Hong Kong,288,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:939,CCB,,UNKNOWN,Hong Kong,939,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:3968,CM BANK,,UNKNOWN,Hong Kong,3968,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:2359,WUXI APPTEC,,UNKNOWN,Hong Kong,2359,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:1299,AIA,,UNKNOWN,Hong Kong,1299,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:285,BYD ELECTRONIC,,UNKNOWN,Hong Kong,285,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:300,MIDEA GROUP,,UNKNOWN,Hong Kong,300,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:2313,SHENZHOU INTL,,UNKNOWN,Hong Kong,2313,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:1876,BUD APAC,,UNKNOWN,Hong Kong,1876,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:322,TINGYI,,UNKNOWN,Hong Kong,322,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XHKG:6181,LAOPU GOLD,,UNKNOWN,Hong Kong,6181,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_H,,HK_HSI
WS:XHKG:27,GALAXY ENT,,UNKNOWN,Hong Kong,27,Hong Kong Exchanges and Clearing,XHKG,HKD,,,HK_HSI,HK_HSI,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_HSI,,2026-08-22 18:43:59.282,HSI_TYPE_O,,HK_HSI
WS:XSHE:300628,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,,COMMON_STOCK,China,300628,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600918,"ZHONGTAI SECURITIES CO., LTD.",,COMMON_STOCK,China,600918,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:000657,China Tungsten and Hightech Materials Co Ltd,,COMMON_STOCK,China,000657,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300408,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",,COMMON_STOCK,China,300408,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:002625,"Kuang-Chi Technologies Co., Ltd.",,COMMON_STOCK,China,002625,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300033,"Hithink Royalflush Information Network Co.,Ltd.",,COMMON_STOCK,China,300033,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600150,China CSSC Holdings Limited,,COMMON_STOCK,China,600150,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601211,"GUOTAI HAITONG SECURITIES CO., LTD.",,COMMON_STOCK,China,601211,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:301165,"Ruijie Networks Co., Ltd.",,COMMON_STOCK,China,301165,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601006,Daqin Railway Co Ltd,,COMMON_STOCK,China,601006,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300413,"Mango Excellent Media Co., Ltd.",,COMMON_STOCK,China,300413,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600519,Kweichow Moutai Co Ltd,,COMMON_STOCK,China,600519,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601878,"ZHESHANG SECURITIES CO., LTD.",,COMMON_STOCK,China,601878,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600460,Hangzhou Silan Microelectronics Co Ltd,,COMMON_STOCK,China,600460,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300433,"Lens Technology Co., Ltd.",,COMMON_STOCK,China,300433,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600066,Zhengzhou Yutong Bus Co Ltd,,COMMON_STOCK,China,600066,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:000338,Wei Chai Power Co Ltd,,COMMON_STOCK,China,000338,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600031,Sany Heavy Industry Co Ltd,,COMMON_STOCK,China,600031,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600016,China Minsheng Banking Corp Ltd,,COMMON_STOCK,China,600016,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:000157,Zoomlion Heavy Industry Science & Technology Co Ltd,,COMMON_STOCK,China,000157,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:603259,"WuXi AppTec Co., Ltd.",,COMMON_STOCK,China,603259,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601689,"Ningbo Tuopu Group Co., Ltd.",,COMMON_STOCK,China,601689,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601816,"Beijing-Shanghai High Speed Railway Co.,Ltd",,COMMON_STOCK,China,601816,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600436,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,,COMMON_STOCK,China,600436,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300750,"Contemporary Amperex Technology Co., Limited.",,COMMON_STOCK,China,300750,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:600115,"China Eastern Airlines Co., Ltd.",,COMMON_STOCK,China,600115,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:002027,"Focus Media Information Technology Co., Ltd.",,COMMON_STOCK,China,002027,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:688111,"Beijing Kingsoft Office Software, Inc.",,COMMON_STOCK,China,688111,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHG:601066,"China Securities Co., Ltd.",,COMMON_STOCK,China,601066,Shanghai Stock Exchange,XSHG,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:XSHE:300476,"Victory Giant Technology (HuiZhou)Co.,Ltd.",,COMMON_STOCK,China,300476,Shenzhen Stock Exchange,XSHE,CNY,,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,CN_CSI300
WS:ISIN:INE467B01029,Tata Consultancy Services Ltd.,INE467B01029,COMMON_STOCK,India,TCS,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE758T01015,Eternal Ltd.,INE758T01015,COMMON_STOCK,India,ETERNAL,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE238A01034,Axis Bank Ltd.,INE238A01034,COMMON_STOCK,India,AXISBANK,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE280A01028,Titan Company Ltd.,INE280A01028,COMMON_STOCK,India,TITAN,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE397D01024,Bharti Airtel Ltd.,INE397D01024,COMMON_STOCK,India,BHARTIARTL,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE123W01016,SBI Life Insurance Company Ltd.,INE123W01016,COMMON_STOCK,India,SBILIFE,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE027H01010,Max Healthcare Institute Ltd.,INE027H01010,COMMON_STOCK,India,MAXHEALTH,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE021A01026,Asian Paints Ltd.,INE021A01026,COMMON_STOCK,India,ASIANPAINT,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE030A01027,Hindustan Unilever Ltd.,INE030A01027,COMMON_STOCK,India,HINDUNILVR,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE239A01024,Nestle India Ltd.,INE239A01024,COMMON_STOCK,India,NESTLEIND,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE263A01024,Bharat Electronics Ltd.,INE263A01024,COMMON_STOCK,India,BEL,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE795G01014,HDFC Life Insurance Company Ltd.,INE795G01014,COMMON_STOCK,India,HDFCLIFE,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE090A01021,ICICI Bank Ltd.,INE090A01021,COMMON_STOCK,India,ICICIBANK,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE018A01030,Larsen & Toubro Ltd.,INE018A01030,COMMON_STOCK,India,LT,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
