WS_ID,Name,Primary_Universe_Index,Country,Primary_MIC,Primary_Ticker_Source,Yahoo_Symbol_Before,Yahoo_Status_Before,Yahoo_Symbol_After,Yahoo_Status_After,Remediation_Method,Changed,Detail_Reason,Detail_Result_Name,Detail_Exchange,Detail_Name_Score,Detail_Margin,Detail_Candidate_Count,Canonical_WS_ID_Candidate,Provider_Unresolved,Same_Venue_Duplicate_Review,Needs_Review
WS:XSHE:301236,"iSoftStone Information Technology (Group) Co., Ltd.",CN_CSI300,China,XSHE,301236,301236.SZ,DERIVED_RULE,301236.SZ,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHE:301269,"Empyrean Technology Co., Ltd.",CN_CSI300,China,XSHE,301269,301269.SZ,DERIVED_RULE,301269.SZ,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHE:301308,"Shenzhen Longsys Electronics Co., Ltd.",CN_CSI300,China,XSHE,301308,301308.SZ,DERIVED_RULE,301308.SZ,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHE:302132,AVIC CHENGDU AIRCRAFT COMPANY LIMITED,CN_CSI300,China,XSHE,302132,302132.SZ,DERIVED_RULE,302132.SZ,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600000,Shanghai Pudong Development Bank Co Ltd,CN_CSI300,China,XSHG,600000,600000.SS,DERIVED_RULE,600000.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600009,Shanghai International Airport Co Ltd,CN_CSI300,China,XSHG,600009,600009.SS,DERIVED_RULE,600009.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600010,Inner Mongolia Baotou Steel Union Co Ltd,CN_CSI300,China,XSHG,600010,600010.SS,DERIVED_RULE,600010.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600011,Huaneng Power International Inc,CN_CSI300,China,XSHG,600011,600011.SS,DERIVED_RULE,600011.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600015,Hua Xia Bank Co Ltd,CN_CSI300,China,XSHG,600015,600015.SS,DERIVED_RULE,600015.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600016,China Minsheng Banking Corp Ltd,CN_CSI300,China,XSHG,600016,600016.SS,DERIVED_RULE,600016.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600018,Shanghai International Port (Group) Co Ltd,CN_CSI300,China,XSHG,600018,600018.SS,DERIVED_RULE,600018.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600019,Baoshan Iron &Steel Co Ltd,CN_CSI300,China,XSHG,600019,600019.SS,DERIVED_RULE,600019.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600023,"Zhejiang Zheneng Electric Power Co., Ltd.",CN_CSI300,China,XSHG,600023,600023.SS,DERIVED_RULE,600023.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600025,HuanengLancang River Hydropower Inc.,CN_CSI300,China,XSHG,600025,600025.SS,DERIVED_RULE,600025.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600026,"COSCO SHIPPING Energy Transportation Co., Ltd.",CN_CSI300,China,XSHG,600026,600026.SS,DERIVED_RULE,600026.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600027,Huadian Power International Corporation Ltd,CN_CSI300,China,XSHG,600027,600027.SS,DERIVED_RULE,600027.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600028,China Petroleum & Chemical Corporation,CN_CSI300,China,XSHG,600028,600028.SS,DERIVED_RULE,600028.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600029,China Southern Airlines Co Ltd,CN_CSI300,China,XSHG,600029,600029.SS,DERIVED_RULE,600029.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600030,CITIC Securities Co Ltd,CN_CSI300,China,XSHG,600030,600030.SS,DERIVED_RULE,600030.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600031,Sany Heavy Industry Co Ltd,CN_CSI300,China,XSHG,600031,600031.SS,DERIVED_RULE,600031.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600036,China Merchants Bank Co Ltd,CN_CSI300,China,XSHG,600036,600036.SS,DERIVED_RULE,600036.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600039,Sichuan Road&Bridge Co Ltd,CN_CSI300,China,XSHG,600039,600039.SS,DERIVED_RULE,600039.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600048,"Poly Developments and Holdings Group Co., Ltd.",CN_CSI300,China,XSHG,600048,600048.SS,DERIVED_RULE,600048.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600050,China United Network Communications Co Ltd,CN_CSI300,China,XSHG,600050,600050.SS,DERIVED_RULE,600050.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600061,"SDIC Capital Co., Ltd",CN_CSI300,China,XSHG,600061,600061.SS,DERIVED_RULE,600061.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600066,Zhengzhou Yutong Bus Co Ltd,CN_CSI300,China,XSHG,600066,600066.SS,DERIVED_RULE,600066.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600085,Beijing Tongrentang Co Ltd,CN_CSI300,China,XSHG,600085,600085.SS,DERIVED_RULE,600085.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600089,TBEA Co Ltd,CN_CSI300,China,XSHG,600089,600089.SS,DERIVED_RULE,600089.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600104,SAIC Motor Co Ltd,CN_CSI300,China,XSHG,600104,600104.SS,DERIVED_RULE,600104.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600111,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",CN_CSI300,China,XSHG,600111,600111.SS,DERIVED_RULE,600111.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600115,"China Eastern Airlines Co., Ltd.",CN_CSI300,China,XSHG,600115,600115.SS,DERIVED_RULE,600115.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600118,China Spacesat Co Ltd,CN_CSI300,China,XSHG,600118,600118.SS,DERIVED_RULE,600118.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600150,China CSSC Holdings Limited,CN_CSI300,China,XSHG,600150,600150.SS,DERIVED_RULE,600150.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600160,Zhejiang Ju Hua Co Ltd,CN_CSI300,China,XSHG,600160,600160.SS,DERIVED_RULE,600160.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600176,"CHINA JUSHI CO., LTD.",CN_CSI300,China,XSHG,600176,600176.SS,DERIVED_RULE,600176.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600183,"Shengyi Technology Co.,Ltd.",CN_CSI300,China,XSHG,600183,600183.SS,DERIVED_RULE,600183.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600188,Yankuang Energy Group Company Limited,CN_CSI300,China,XSHG,600188,600188.SS,DERIVED_RULE,600188.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600196,Shanghai Fosun Pharmaceutical (Group) Co Ltd,CN_CSI300,China,XSHG,600196,600196.SS,DERIVED_RULE,600196.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600219,"Shandong Nanshan Aluminium Co., Ltd.",CN_CSI300,China,XSHG,600219,600219.SS,DERIVED_RULE,600219.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600221,"Hainan Airlines Holding Co., Ltd.",CN_CSI300,China,XSHG,600221,600221.SS,DERIVED_RULE,600221.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600233,"YTO Express Group Co.,Ltd.",CN_CSI300,China,XSHG,600233,600233.SS,DERIVED_RULE,600233.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600276,Jiangsu Hengrui Medicine Co Ltd,CN_CSI300,China,XSHG,600276,600276.SS,DERIVED_RULE,600276.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600309,"Wanhua Chemical Group Co., Ltd.",CN_CSI300,China,XSHG,600309,600309.SS,DERIVED_RULE,600309.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600346,"Hengli Petrochemical Co.,Ltd.",CN_CSI300,China,XSHG,600346,600346.SS,DERIVED_RULE,600346.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600362,Jiangxi Copper Co Ltd,CN_CSI300,China,XSHG,600362,600362.SS,DERIVED_RULE,600362.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600372,"AVIC Airborne Systems Co., Ltd.",CN_CSI300,China,XSHG,600372,600372.SS,DERIVED_RULE,600372.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600406,"NARI Technology Co., Ltd.",CN_CSI300,China,XSHG,600406,600406.SS,DERIVED_RULE,600406.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600415,Zhejiang China Commodities City Group Co Ltd,CN_CSI300,China,XSHG,600415,600415.SS,DERIVED_RULE,600415.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600426,Shandong Hualu-Hengsheng Chemical Co Ltd,CN_CSI300,China,XSHG,600426,600426.SS,DERIVED_RULE,600426.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600436,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,CN_CSI300,China,XSHG,600436,600436.SS,DERIVED_RULE,600436.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600438,Tongwei Co Ltd,CN_CSI300,China,XSHG,600438,600438.SS,DERIVED_RULE,600438.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600460,Hangzhou Silan Microelectronics Co Ltd,CN_CSI300,China,XSHG,600460,600460.SS,DERIVED_RULE,600460.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600482,"China Shipbuilding Industry Group Power Co.,Ltd",CN_CSI300,China,XSHG,600482,600482.SS,DERIVED_RULE,600482.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600489,Zhongjin Gold Co Ltd,CN_CSI300,China,XSHG,600489,600489.SS,DERIVED_RULE,600489.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600515,"Hainan Airport Infrastructure Co., Ltd",CN_CSI300,China,XSHG,600515,600515.SS,DERIVED_RULE,600515.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600519,Kweichow Moutai Co Ltd,CN_CSI300,China,XSHG,600519,600519.SS,DERIVED_RULE,600519.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600522,Jiangsu Zhongtian Technologies Co Ltd,CN_CSI300,China,XSHG,600522,600522.SS,DERIVED_RULE,600522.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600547,Shandong Gold-Mining Co Ltd,CN_CSI300,China,XSHG,600547,600547.SS,DERIVED_RULE,600547.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600549,Xiamen Tungsten Co Ltd,CN_CSI300,China,XSHG,600549,600549.SS,DERIVED_RULE,600549.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600570,Hundsun Technologies Inc.,CN_CSI300,China,XSHG,600570,600570.SS,DERIVED_RULE,600570.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600584,"JCET Group Co., Ltd.",CN_CSI300,China,XSHG,600584,600584.SS,DERIVED_RULE,600584.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600585,Anhui Conch Cement Co Ltd,CN_CSI300,China,XSHG,600585,600585.SS,DERIVED_RULE,600585.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600588,"Yonyou Network Technology Co., Ltd.",CN_CSI300,China,XSHG,600588,600588.SS,DERIVED_RULE,600588.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600600,Tsingtao Brewery Co Ltd,CN_CSI300,China,XSHG,600600,600600.SS,DERIVED_RULE,600600.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600660,"Fuyao Glass Industry Group Co.,Ltd",CN_CSI300,China,XSHG,600660,600660.SS,DERIVED_RULE,600660.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600674,Sichuan Chuantou Energy Co Ltd,CN_CSI300,China,XSHG,600674,600674.SS,DERIVED_RULE,600674.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600690,"Haier Smart Home Co., Ltd.",CN_CSI300,China,XSHG,600690,600690.SS,DERIVED_RULE,600690.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600741,HUAYU Automotive Systems Company Limited,CN_CSI300,China,XSHG,600741,600741.SS,DERIVED_RULE,600741.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600760,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,CN_CSI300,China,XSHG,600760,600760.SS,DERIVED_RULE,600760.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600795,GD Power Development Co Ltd,CN_CSI300,China,XSHG,600795,600795.SS,DERIVED_RULE,600795.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600803,"ENN Ecological Holdings Co., Ltd.",CN_CSI300,China,XSHG,600803,600803.SS,DERIVED_RULE,600803.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600809,Shanxi Xinghuacun Fen Wine Factory Co Ltd,CN_CSI300,China,XSHG,600809,600809.SS,DERIVED_RULE,600809.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600845,Shanghai Baosight Software Co Ltd,CN_CSI300,China,XSHG,600845,600845.SS,DERIVED_RULE,600845.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600875,Dongfang Electric Corporation Limited,CN_CSI300,China,XSHG,600875,600875.SS,DERIVED_RULE,600875.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600886,"SDIC Power Holdings Co.,Ltd.",CN_CSI300,China,XSHG,600886,600886.SS,DERIVED_RULE,600886.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600887,Inner Mongolia Yili Industrial Group Co Ltd,CN_CSI300,China,XSHG,600887,600887.SS,DERIVED_RULE,600887.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600893,AVIC AVIATION ENGINE CORPORATION PLC.,CN_CSI300,China,XSHG,600893,600893.SS,DERIVED_RULE,600893.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600900,China Yangtze Power Co Ltd,CN_CSI300,China,XSHG,600900,600900.SS,DERIVED_RULE,600900.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600905,"China Three Gorges Renewables (Group) Co.,Ltd.",CN_CSI300,China,XSHG,600905,600905.SS,DERIVED_RULE,600905.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600918,"ZHONGTAI SECURITIES CO., LTD.",CN_CSI300,China,XSHG,600918,600918.SS,DERIVED_RULE,600918.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600919,"Bank of Jiangsu Co., Ltd",CN_CSI300,China,XSHG,600919,600919.SS,DERIVED_RULE,600919.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600926,"BANK OF HANGZHOU CO., LTD",CN_CSI300,China,XSHG,600926,600926.SS,DERIVED_RULE,600926.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600930,Huadian New Energy Group Corporation Limited,CN_CSI300,China,XSHG,600930,600930.SS,DERIVED_RULE,600930.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600938,CNOOC Limited,CN_CSI300,China,XSHG,600938,600938.SS,DERIVED_RULE,600938.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600941,China Mobile Limited,CN_CSI300,China,XSHG,600941,600941.SS,DERIVED_RULE,600941.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600958,ORIENT SECURITIES COMPANY LIMITED,CN_CSI300,China,XSHG,600958,600958.SS,DERIVED_RULE,600958.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600989,"Ningxia Baofeng Energy Group Co., Ltd.",CN_CSI300,China,XSHG,600989,600989.SS,DERIVED_RULE,600989.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:600999,China Merchants Securities Co Ltd,CN_CSI300,China,XSHG,600999,600999.SS,DERIVED_RULE,600999.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601006,Daqin Railway Co Ltd,CN_CSI300,China,XSHG,601006,601006.SS,DERIVED_RULE,601006.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601009,Bank of Nanjing Co Ltd,CN_CSI300,China,XSHG,601009,601009.SS,DERIVED_RULE,601009.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601012,"Longi Green Energy Technology Co., Ltd.",CN_CSI300,China,XSHG,601012,601012.SS,DERIVED_RULE,601012.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601018,Ningbo Port Co Ltd,CN_CSI300,China,XSHG,601018,601018.SS,DERIVED_RULE,601018.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601021,"Spring Airlines Co., Ltd.",CN_CSI300,China,XSHG,601021,601021.SS,DERIVED_RULE,601021.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601058,"Sailun Group Co.,Ltd.",CN_CSI300,China,XSHG,601058,601058.SS,DERIVED_RULE,601058.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601059,"CINDA SECURITIES CO., LTD.",CN_CSI300,China,XSHG,601059,601059.SS,DERIVED_RULE,601059.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601066,"China Securities Co., Ltd.",CN_CSI300,China,XSHG,601066,601066.SS,DERIVED_RULE,601066.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601077,"Chongqing Rural Commercial Bank Co., Ltd.",CN_CSI300,China,XSHG,601077,601077.SS,DERIVED_RULE,601077.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601088,China Shenhua Energy Co Ltd,CN_CSI300,China,XSHG,601088,601088.SS,DERIVED_RULE,601088.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601100,"Jiangsu Hengli Hydraulic CO., Ltd.",CN_CSI300,China,XSHG,601100,601100.SS,DERIVED_RULE,601100.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601111,Air China Ltd,CN_CSI300,China,XSHG,601111,601111.SS,DERIVED_RULE,601111.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601117,China National Chemical Engineering Co Ltd,CN_CSI300,China,XSHG,601117,601117.SS,DERIVED_RULE,601117.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601127,"Seres Group Co., Ltd.",CN_CSI300,China,XSHG,601127,601127.SS,DERIVED_RULE,601127.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601136,Capital Securities Corporation Limited,CN_CSI300,China,XSHG,601136,601136.SS,DERIVED_RULE,601136.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601138,"Foxconn Industrial Internet Co., Ltd.",CN_CSI300,China,XSHG,601138,601138.SS,DERIVED_RULE,601138.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601166,Industrial Bank,CN_CSI300,China,XSHG,601166,601166.SS,DERIVED_RULE,601166.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601169,Bank of Beijing Co Ltd,CN_CSI300,China,XSHG,601169,601169.SS,DERIVED_RULE,601169.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601186,China Railway Construction Co Ltd,CN_CSI300,China,XSHG,601186,601186.SS,DERIVED_RULE,601186.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601211,"GUOTAI HAITONG SECURITIES CO., LTD.",CN_CSI300,China,XSHG,601211,601211.SS,DERIVED_RULE,601211.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601225,Shaanxi Coal Industry Company Limited,CN_CSI300,China,XSHG,601225,601225.SS,DERIVED_RULE,601225.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601229,"Bank of Shanghai Co., Ltd.",CN_CSI300,China,XSHG,601229,601229.SS,DERIVED_RULE,601229.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601238,"Guangzhou Automobile Group Co., Ltd.",CN_CSI300,China,XSHG,601238,601238.SS,DERIVED_RULE,601238.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601288,Agricultural Bank of China Co Ltd,CN_CSI300,China,XSHG,601288,601288.SS,DERIVED_RULE,601288.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601318,Ping An Insurance (Group) Company of China Ltd,CN_CSI300,China,XSHG,601318,601318.SS,DERIVED_RULE,601318.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601319,The People's Insurance Company (Group) of China Limited,CN_CSI300,China,XSHG,601319,601319.SS,DERIVED_RULE,601319.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601328,Bank of Communications Co LTD,CN_CSI300,China,XSHG,601328,601328.SS,DERIVED_RULE,601328.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601336,New China Life Insurance Co Ltd,CN_CSI300,China,XSHG,601336,601336.SS,DERIVED_RULE,601336.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601360,360 Security Technology Inc.,CN_CSI300,China,XSHG,601360,601360.SS,DERIVED_RULE,601360.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601377,Industrial Securities Co Ltd,CN_CSI300,China,XSHG,601377,601377.SS,DERIVED_RULE,601377.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601390,China Railway Group Limited,CN_CSI300,China,XSHG,601390,601390.SS,DERIVED_RULE,601390.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601398,Industrial and Commercial Bank of China Ltd,CN_CSI300,China,XSHG,601398,601398.SS,DERIVED_RULE,601398.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601456,Guolian Minsheng Securities Company Limited,CN_CSI300,China,XSHG,601456,601456.SS,DERIVED_RULE,601456.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601600,Aluminum Corporation of China Limited,CN_CSI300,China,XSHG,601600,601600.SS,DERIVED_RULE,601600.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601601,China Pacific Insurance (Group) Co Ltd,CN_CSI300,China,XSHG,601601,601601.SS,DERIVED_RULE,601601.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601607,"Shanghai Pharmaceuticals Holding Co.,Ltd",CN_CSI300,China,XSHG,601607,601607.SS,DERIVED_RULE,601607.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601618,Metallurgical Corporation of China Co Ltd,CN_CSI300,China,XSHG,601618,601618.SS,DERIVED_RULE,601618.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601628,China Life Insurance Company Limited,CN_CSI300,China,XSHG,601628,601628.SS,DERIVED_RULE,601628.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601633,Great Wall Motor Co Ltd,CN_CSI300,China,XSHG,601633,601633.SS,DERIVED_RULE,601633.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601658,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",CN_CSI300,China,XSHG,601658,601658.SS,DERIVED_RULE,601658.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601668,China State Construction Engineering Co Ltd,CN_CSI300,China,XSHG,601668,601668.SS,DERIVED_RULE,601668.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
WS:XSHG:601669,"Power Construction Corporation of China,Ltd",CN_CSI300,China,XSHG,601669,601669.SS,DERIVED_RULE,601669.SS,DERIVED_RULE,CARRY_FORWARD,False,,,,,,,,False,False,False
