Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Provider_Symbol,Mapping_Status,Price_Cache_Status,Reason_Code,Unique_Bars,Valid_Bars,Suspicious_Returns,Last_Bar_Date
144,WSSEC:WS:XASX:CSL,WS:XASX:CSL,XASX,CSL,CSL.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
145,WSSEC:WS:XASX:CWY,WS:XASX:CWY,XASX,CWY,CWY.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
146,WSSEC:WS:XASX:EVN,WS:XASX:EVN,XASX,EVN,EVN.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
147,WSSEC:WS:XASX:FMG,WS:XASX:FMG,XASX,FMG,FMG.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
148,WSSEC:WS:XASX:GMD,WS:XASX:GMD,XASX,GMD,GMD.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
149,WSSEC:WS:XASX:IAG,WS:XASX:IAG,XASX,IAG,IAG.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
150,WSSEC:WS:XASX:IGO,WS:XASX:IGO,XASX,IGO,IGO.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
151,WSSEC:WS:XASX:JBH,WS:XASX:JBH,XASX,JBH,JBH.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
152,WSSEC:WS:XASX:LTR,WS:XASX:LTR,XASX,LTR,LTR.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
153,WSSEC:WS:XASX:LYC,WS:XASX:LYC,XASX,LYC,LYC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
154,WSSEC:WS:XASX:MIN,WS:XASX:MIN,XASX,MIN,MIN.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
155,WSSEC:WS:XASX:MP1,WS:XASX:MP1,XASX,MP1,MP1.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
156,WSSEC:WS:XASX:MPL,WS:XASX:MPL,XASX,MPL,MPL.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
157,WSSEC:WS:XASX:MQG,WS:XASX:MQG,XASX,MQG,MQG.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
158,WSSEC:WS:XASX:NAB,WS:XASX:NAB,XASX,NAB,NAB.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
159,WSSEC:WS:XASX:NST,WS:XASX:NST,XASX,NST,NST.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
160,WSSEC:WS:XASX:NXT,WS:XASX:NXT,XASX,NXT,NXT.AX,PROJECT_PROVIDER_AUDIT,READY,ISOLATED_INVALID_BAR_EXCLUDED,507,506,0,2026-09-22
161,WSSEC:WS:XASX:ORG,WS:XASX:ORG,XASX,ORG,ORG.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
162,WSSEC:WS:XASX:ORI,WS:XASX:ORI,XASX,ORI,ORI.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
163,WSSEC:WS:XASX:PDN,WS:XASX:PDN,XASX,PDN,PDN.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
164,WSSEC:WS:XASX:PLS,WS:XASX:PLS,XASX,PLS,PLS.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
165,WSSEC:WS:XASX:PME,WS:XASX:PME,XASX,PME,PME.AX,PROJECT_PROVIDER_AUDIT,READY,ISOLATED_INVALID_BAR_EXCLUDED,507,506,0,2026-09-22
166,WSSEC:WS:XASX:PRU,WS:XASX:PRU,XASX,PRU,PRU.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
167,WSSEC:WS:XASX:QAN,WS:XASX:QAN,XASX,QAN,QAN.AX,PROJECT_PROVIDER_AUDIT,READY,ISOLATED_INVALID_BAR_EXCLUDED,507,506,0,2026-09-22
168,WSSEC:WS:XASX:QBE,WS:XASX:QBE,XASX,QBE,QBE.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
169,WSSEC:WS:XASX:REA,WS:XASX:REA,XASX,REA,REA.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
170,WSSEC:WS:XASX:RHC,WS:XASX:RHC,XASX,RHC,RHC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
171,WSSEC:WS:XASX:RIO,WS:XASX:RIO,XASX,RIO,RIO.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
172,WSSEC:WS:XASX:RMS,WS:XASX:RMS,XASX,RMS,RMS.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
173,WSSEC:WS:XASX:RRL,WS:XASX:RRL,XASX,RRL,RRL.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
174,WSSEC:WS:XASX:S32,WS:XASX:S32,XASX,S32,S32.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
175,WSSEC:WS:XASX:SDF,WS:XASX:SDF,XASX,SDF,SDF.AX,PROJECT_PROVIDER_AUDIT,READY,ISOLATED_INVALID_BAR_EXCLUDED,507,506,0,2026-09-22
176,WSSEC:WS:XASX:SFR,WS:XASX:SFR,XASX,SFR,SFR.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
177,WSSEC:WS:XASX:SHL,WS:XASX:SHL,XASX,SHL,SHL.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
178,WSSEC:WS:XASX:SIG,WS:XASX:SIG,XASX,SIG,SIG.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
179,WSSEC:WS:XASX:STO,WS:XASX:STO,XASX,STO,STO.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
180,WSSEC:WS:XASX:SUN,WS:XASX:SUN,XASX,SUN,SUN.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
181,WSSEC:WS:XASX:TLC,WS:XASX:TLC,XASX,TLC,TLC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
182,WSSEC:WS:XASX:TLS,WS:XASX:TLS,XASX,TLS,TLS.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
183,WSSEC:WS:XASX:TLX,WS:XASX:TLX,XASX,TLX,TLX.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
184,WSSEC:WS:XASX:WBC,WS:XASX:WBC,XASX,WBC,WBC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
185,WSSEC:WS:XASX:WDS,WS:XASX:WDS,XASX,WDS,WDS.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
186,WSSEC:WS:XASX:WES,WS:XASX:WES,XASX,WES,WES.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
187,WSSEC:WS:XASX:WGX,WS:XASX:WGX,XASX,WGX,WGX.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
188,WSSEC:WS:XASX:WHC,WS:XASX:WHC,XASX,WHC,WHC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
189,WSSEC:WS:XASX:WOW,WS:XASX:WOW,XASX,WOW,WOW.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
190,WSSEC:WS:XASX:WTC,WS:XASX:WTC,XASX,WTC,WTC.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
191,WSSEC:WS:XASX:ZIP,WS:XASX:ZIP,XASX,ZIP,ZIP.AX,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-22
192,WSSEC:WS:XNAS:AAL,WS:XNAS:AAL,XNAS,AAL,AAL,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
193,WSSEC:WS:XNAS:AAON,WS:XNAS:AAON,XNAS,AAON,AAON,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
194,WSSEC:WS:XNAS:AAPL,WS:XNAS:AAPL,XNAS,AAPL,AAPL,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
195,WSSEC:WS:XNAS:ABNB,WS:XNAS:ABNB,XNAS,ABNB,ABNB,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
196,WSSEC:WS:XNAS:ADBE,WS:XNAS:ADBE,XNAS,ADBE,ADBE,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
197,WSSEC:WS:XNAS:ADI,WS:XNAS:ADI,XNAS,ADI,ADI,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
198,WSSEC:WS:XNAS:ADP,WS:XNAS:ADP,XNAS,ADP,ADP,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
199,WSSEC:WS:XNAS:ADSK,WS:XNAS:ADSK,XNAS,ADSK,ADSK,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
200,WSSEC:WS:XNAS:AEIS,WS:XNAS:AEIS,XNAS,AEIS,AEIS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
201,WSSEC:WS:XNAS:AKAM,WS:XNAS:AKAM,XNAS,AKAM,AKAM,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
202,WSSEC:WS:XNAS:ALGM,WS:XNAS:ALGM,XNAS,ALGM,ALGM,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
203,WSSEC:WS:XNAS:ALGN,WS:XNAS:ALGN,XNAS,ALGN,ALGN,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
204,WSSEC:WS:XNAS:AMAT,WS:XNAS:AMAT,XNAS,AMAT,AMAT,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
205,WSSEC:WS:XNAS:AMGN,WS:XNAS:AMGN,XNAS,AMGN,AMGN,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
206,WSSEC:WS:XNAS:AMKR,WS:XNAS:AMKR,XNAS,AMKR,AMKR,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
207,WSSEC:WS:XNAS:AMZN,WS:XNAS:AMZN,XNAS,AMZN,AMZN,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
208,WSSEC:WS:XNAS:APP,WS:XNAS:APP,XNAS,APP,APP,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
209,WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,XNAS,APPF,APPF,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
210,WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,XNAS,ARWR,ARWR,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
211,WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,XNAS,AVAV,AVAV,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
212,WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,XNAS,AVGO,AVGO,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
213,WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,XNAS,AVT,AVT,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
214,WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,XNAS,BHF,BHF,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
215,WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,XNAS,BIIB,BIIB,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
216,WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,XNAS,BKNG,BKNG,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
217,WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,XNAS,BMRN,BMRN,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
218,WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,XNAS,BRKR,BRKR,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
219,WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,XNAS,BSY,BSY,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
220,WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,BTSG,BTSG,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
221,WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,CAR,CAR,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
222,WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,CART,CART,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
223,WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,CASY,CASY,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
224,WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,CBOE,CBOE,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
225,WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,CBSH,CBSH,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
226,WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,CDNS,CDNS,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
227,WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,CDW,CDW,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
228,WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,CELH,CELH,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
229,WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,CG,CG,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
230,WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,CGNX,CGNX,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
231,WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,CHDN,CHDN,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
232,WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,CHRD,CHRD,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
233,WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,CHRW,CHRW,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
234,WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,CINF,CINF,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
235,WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,CME,CME,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
236,WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,COIN,COIN,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
237,WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,COKE,COKE,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
238,WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,COLB,COLB,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
239,WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,COLM,COLM,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
240,WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,COST,COST,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
241,WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,CPRT,CPRT,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
242,WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,CROX,CROX,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
243,WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,CRUS,CRUS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
244,WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,CRWD,CRWD,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
245,WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,CSCO,CSCO,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
246,WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,CTAS,CTAS,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
247,WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,CTSH,CTSH,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
248,WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,XNAS,CVLT,CVLT,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
249,WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,XNAS,CYTK,CYTK,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
250,WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,XNAS,DBX,DBX,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
251,WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,XNAS,DDOG,DDOG,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
252,WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,XNAS,DLTR,DLTR,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
253,WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,XNAS,DOCU,DOCU,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
254,WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,XNAS,DUOL,DUOL,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
255,WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,XNAS,DXCM,DXCM,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
256,WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,XNAS,EBAY,EBAY,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
257,WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,XNAS,ECHO,ECHO,PROJECT_PROVIDER_AUDIT,READY,VERIFIED_EXTREME_RETURN,508,508,1,2026-09-24
258,WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,XNAS,EEFT,EEFT,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
259,WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,XNAS,ENSG,ENSG,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
260,WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,XNAS,ENTG,ENTG,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
261,WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,XNAS,EWBC,EWBC,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
262,WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,XNAS,EXEL,EXEL,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
263,WSSEC:WS:XNAS:EXLS,WS:XNAS:EXLS,XNAS,EXLS,EXLS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
264,WSSEC:WS:XNAS:EXPD,WS:XNAS:EXPD,XNAS,EXPD,EXPD,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
265,WSSEC:WS:XNAS:EXPE,WS:XNAS:EXPE,XNAS,EXPE,EXPE,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
266,WSSEC:WS:XNAS:EXPO,WS:XNAS:EXPO,XNAS,EXPO,EXPO,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
267,WSSEC:WS:XNAS:FANG,WS:XNAS:FANG,XNAS,FANG,FANG,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
268,WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,FAST,FAST,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
269,WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,FCFS,FCFS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
270,WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,FFIN,FFIN,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
271,WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,FFIV,FFIV,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
272,WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,FISV,FISV,PROJECT_PROVIDER_AUDIT,READY,,507,507,0,2026-09-24
273,WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,FIVE,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
274,WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,FSLR,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
275,WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,FTNT,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
276,WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,GEHC,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
277,WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,GILD,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
278,WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,GNTX,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
279,WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,HALO,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
280,WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,HAS,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
281,WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,HLNE,HLNE,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
282,WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,HOOD,HOOD,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
283,WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,HQY,HQY,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
284,WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,HSIC,HSIC,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
285,WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,HWC,HWC,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
286,WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,IBKR,IBKR,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
287,WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,IBOC,IBOC,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
288,WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,IDCC,IDCC,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
289,WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,IDXX,IDXX,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
290,WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,IESC,IESC,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
291,WSSEC:WS:XNAS:ILMN,WS:XNAS:ILMN,XNAS,ILMN,ILMN,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
292,WSSEC:WS:XNAS:INCY,WS:XNAS:INCY,XNAS,INCY,INCY,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
293,WSSEC:WS:XNAS:INTC,WS:XNAS:INTC,XNAS,INTC,INTC,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
294,WSSEC:WS:XNAS:INTU,WS:XNAS:INTU,XNAS,INTU,INTU,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
295,WSSEC:WS:XNAS:IPGP,WS:XNAS:IPGP,XNAS,IPGP,IPGP,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
296,WSSEC:WS:XNAS:ISRG,WS:XNAS:ISRG,XNAS,ISRG,ISRG,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
297,WSSEC:WS:XNAS:JAZZ,WS:XNAS:JAZZ,XNAS,JAZZ,JAZZ,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
298,WSSEC:WS:XNAS:JBHT,WS:XNAS:JBHT,XNAS,JBHT,JBHT,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
299,WSSEC:WS:XNAS:JKHY,WS:XNAS:JKHY,XNAS,JKHY,JKHY,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
300,WSSEC:WS:XNAS:KHC,WS:XNAS:KHC,XNAS,KHC,KHC,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
301,WSSEC:WS:XNAS:KLAC,WS:XNAS:KLAC,XNAS,KLAC,KLAC,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
302,WSSEC:WS:XNAS:KRYS,WS:XNAS:KRYS,XNAS,KRYS,KRYS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
303,WSSEC:WS:XNAS:KTOS,WS:XNAS:KTOS,XNAS,KTOS,KTOS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
304,WSSEC:WS:XNAS:LECO,WS:XNAS:LECO,XNAS,LECO,LECO,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
305,WSSEC:WS:XNAS:LFUS,WS:XNAS:LFUS,XNAS,LFUS,LFUS,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
306,WSSEC:WS:XNAS:LITE,WS:XNAS:LITE,XNAS,LITE,LITE,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
307,WSSEC:WS:XNAS:LIVN,WS:XNAS:LIVN,XNAS,LIVN,LIVN,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
308,WSSEC:WS:XNAS:LNT,WS:XNAS:LNT,XNAS,LNT,LNT,PROJECT_PROVIDER_AUDIT,READY,,508,508,0,2026-09-24
309,WSSEC:WS:XNAS:LNTH,WS:XNAS:LNTH,XNAS,LNTH,LNTH,PROJECT_PROVIDER_AUDIT,READY,,500,500,0,2026-09-21
