Source_ID,Coverage_Route,Candidate_URL,Candidate_Host,Followed_In_v0_25,Materialization_Priority_Score_v0_26,Priority_Reasons_v0_26,Candidate_Host_v0_26,Fetched_In_v0_26,Validation_Status_v0_26
EU_VIENNA_COMPANIES,EU_PRIMARY_EXCHANGES,https://www.wienerborse.at/en/listing/debt-securities/downloads/,www.wienerborse.at,False,8,DOWNLOAD_TERM;SECURITY_TERM;LIST_TERM,www.wienerborse.at,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_XETRA_SHARES,EU_PRIMARY_EXCHANGES,https://www.cashmarket.deutsche-boerse.com/cash-en/trading/Tradable-Instruments-Xetra/Downloads,www.cashmarket.deutsche-boerse.com,False,7,DOWNLOAD_TERM;SECURITY_TERM,www.cashmarket.deutsche-boerse.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_SIX_EQUITIES,EU_PRIMARY_EXCHANGES,https://www.six-group.com/dam/download/the-swiss-stock-exchange/trading/markets/equities/auction-volume-discovery-en.pdf,www.six-group.com,False,6,DOWNLOAD_TERM;EQUITY_TERM,www.six-group.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_SIX_EQUITIES,EU_PRIMARY_EXCHANGES,https://www.six-group.com/dam/download/the-swiss-stock-exchange/trading/markets/equities/avd-insight-ssx.pdf,www.six-group.com,False,6,DOWNLOAD_TERM;EQUITY_TERM,www.six-group.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_SIX_EQUITIES,EU_PRIMARY_EXCHANGES,https://www.six-group.com/dam/download/the-swiss-stock-exchange/trading/trading-provisions/regulation/trading-guides/product-guide-equities.pdf,www.six-group.com,False,6,DOWNLOAD_TERM;EQUITY_TERM,www.six-group.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
BMV_LISTED_COMPANIES,MX_IPC,https://www.bmv.com.mx/es/Grupo_BMV/Empresas_listadas/_rid/451/_mto/3/_act/download/doc/Codigo_de_Principios_y_Mejores_Practicas_en_Gobienro_Corporativo_CCE__11-02-25_.pdf,www.bmv.com.mx,False,5,DOWNLOAD_TERM;LIST_TERM,www.bmv.com.mx,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_SIX_EQUITIES,EU_PRIMARY_EXCHANGES,https://www.six-group.com/en/products-services/the-swiss-stock-exchange/listing/download-center.html,www.six-group.com,False,5,DOWNLOAD_TERM;LIST_TERM,www.six-group.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_SIX_EQUITIES,EU_PRIMARY_EXCHANGES,https://www.six-group.com/en/products-services/the-swiss-stock-exchange/trading/download-center.html,www.six-group.com,False,4,DOWNLOAD_TERM,www.six-group.com,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_VIENNA_COMPANIES,EU_PRIMARY_EXCHANGES,https://www.wienerborse.at/en/indices/download-area/index-compositions/,www.wienerborse.at,False,4,DOWNLOAD_TERM,www.wienerborse.at,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
EU_VIENNA_COMPANIES,EU_PRIMARY_EXCHANGES,https://www.wienerborse.at/en/indices/download-area/index-profiles/,www.wienerborse.at,False,4,DOWNLOAD_TERM,www.wienerborse.at,False,CANDIDATE_ONLY_NOT_VALIDATED_AS_BULK_SECURITY_TYPE_SOURCE
