WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:US:AA,Alcoa,,UNVERIFIED_EQUITY_SECURITY,,AA,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AAL,American Airlines Group,,UNVERIFIED_EQUITY_SECURITY,,AAL,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AAON,AAON,,UNVERIFIED_EQUITY_SECURITY,,AAON,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ACI,Albertsons,,UNVERIFIED_EQUITY_SECURITY,,ACI,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ACM,AECOM,,UNVERIFIED_EQUITY_SECURITY,,ACM,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ADC,Agree Realty,,UNVERIFIED_EQUITY_SECURITY,,ADC,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AEIS,Advanced Energy,,UNVERIFIED_EQUITY_SECURITY,,AEIS,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AFG,American Financial Group,,UNVERIFIED_EQUITY_SECURITY,,AFG,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AGCO,AGCO,,UNVERIFIED_EQUITY_SECURITY,,AGCO,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AHR,American Healthcare REIT,,UNVERIFIED_EQUITY_SECURITY,,AHR,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AIT,Applied Industrial Technologies,,UNVERIFIED_EQUITY_SECURITY,,AIT,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ALGM,Allegro MicroSystems,,UNVERIFIED_EQUITY_SECURITY,,ALGM,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ALK,Alaska Air Group,,UNVERIFIED_EQUITY_SECURITY,,ALK,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ALLY,Ally Financial,,UNVERIFIED_EQUITY_SECURITY,,ALLY,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ALSN,Allison Transmission,,UNVERIFIED_EQUITY_SECURITY,,ALSN,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ALV,Autoliv,,UNVERIFIED_EQUITY_SECURITY,,ALV,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AM,Antero Midstream,,UNVERIFIED_EQUITY_SECURITY,,AM,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AMG,Affiliated Managers Group,,UNVERIFIED_EQUITY_SECURITY,,AMG,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AMH,American Homes 4 Rent,,UNVERIFIED_EQUITY_SECURITY,,AMH,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AMKR,Amkor Technology,,UNVERIFIED_EQUITY_SECURITY,,AMKR,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:AN,AutoNation,,UNVERIFIED_EQUITY_SECURITY,,AN,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:ANF,Abercrombie & Fitch,,UNVERIFIED_EQUITY_SECURITY,,ANF,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:APG,APi Group,,UNVERIFIED_EQUITY_SECURITY,,APG,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
WS:US:APPF,AppFolio,,UNVERIFIED_EQUITY_SECURITY,,APPF,US primary exchange pending,,USD,,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending
