WS_ID,Yahoo_Symbol,Mapping_Status,Instrument_Type_Before,Instrument_Type_After,Verified_Share_Class,Share_Class_After,Class_Bucket,Action,Universe_Write_Fields
WS:XTKS:6326,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6361,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6367,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6471,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6472,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6473,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6479,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6501,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6503,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6504,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6506,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6526,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6532,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6645,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6701,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6702,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6723,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6724,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
WS:XTKS:6752,,UNMAPPED,COMMON_STOCK,COMMON_STOCK,,,MISSING_EVIDENCE,NO_EVIDENCE,NO
