WS_ID,Yahoo_Symbol,Mapping_Status,Instrument_Type_Before,Instrument_Type_After,Verified_Share_Class,Share_Class_After,Class_Bucket,Action,Universe_Write_Fields
WS:XPAR:VLLP.PA,VK.PA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares / actions ordinaires,ordinary shares / actions ordinaires,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XPAR:VLOF.PA,FR.PA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares / actions ordinaires,ordinary shares / actions ordinaires,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:ADDTB.ST,ADDT-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:ASSAB.ST,ASSA-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:ATCOA.ST,ATCO-A.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,A share,A share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:AVANZ.ST,AZA.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:BALDB.ST,BALD-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:BEIJB.ST,BEIJ-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:EPIRA.ST,EPI-A.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,A share,A share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:ERICB.ST,ERIC-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:ESSITYB.ST,ESSITY-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:EVOG.ST,EVO.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:GETIB.ST,GETI-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:HEXAB.ST,HEXA-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:HMB.ST,HM-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:HOLMB.ST,HOLM-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:INDUC.ST,INDU-C.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,C share,C share,REVIEW,HOLD_REVIEW,Share_Class
WS:XSTO:INVEB.ST,INVE-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:LAGRB.ST,LAGR-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:LATOB.ST,LATO-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:LIFCOB.ST,LIFCO-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:LUNDB.ST,LUND-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:NIBEB.ST,NIBE-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:OCTVSDB.ST,OCTV-SDB.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,SDB,SDB,REVIEW,HOLD_REVIEW,Share_Class
WS:XSTO:SAABB.ST,SAAB-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SAGAB.ST,SAGA-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SCAB.ST,SCA-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SEBA.ST,SEB-A.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,A share,A share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SECTB.ST,SECT-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SECUB.ST,SECU-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SHBA.ST,SHB-A.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,A share,A share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SKAB.ST,SKA-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SKFB.ST,SKF-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SOBIV.ST,SOBI.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SSABB.ST,SSAB-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SWECB.ST,SWEC-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:SWEDA.ST,SWED-A.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,A share,A share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:TEL2B.ST,TEL2-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:TRELB.ST,TREL-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSTO:VOLVB.ST,VOLV-B.ST,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,B share,B share,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XSWX:ALCC.S,ALC.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:BKWB.S,BKW.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:COTNE.S,COTN.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:HBANC.S,HBAN.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:ROPC.S,ROP.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,participation certificate,participation certificate,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:SIGNC.S,SIGN.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XSWX:SRENH.S,SREN.SW,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,UNKNOWN,registered shares,registered shares,REVIEW,HOLD_REVIEW,Share_Class
WS:XWAR:ACPP.WA,ACP.WA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWAR:ALEP.WA,ALE.WA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWAR:LPPP.WA,LPP.WA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWAR:MILP.WA,MIL.WA,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:ATSV.VI,ATS.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:BAWG.VI,BG.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:ERST.VI,EBS.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:OMVV.VI,OMV.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:RBIV.VI,RBI.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:VERB.VI,VER.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:VOES.VI,VOE.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
WS:XWBO:WBSV.VI,WIE.VI,EVIDENCE_CANDIDATE_APPLIED,UNKNOWN,ORDINARY_SHARE,ordinary shares,ordinary shares,ORDINARY_SHARE,APPLY,"Instrument_Type,Share_Class"
