Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,AsOfRaw_v0_18,AsOfParsedUTC_v0_18,FeatureRowMatched_v0_18,AsOfValid_v0_18,CoreFeatureComplete_v0_18,PersistentFeatureUsable_v0_18,PriorV017DataError_v0_18,IntegrityStatus_v0_18,QuarantineReason_v0_18,P0QualificationAllowed_v0_18,P0Survivor_v0_18,TradingDecisionAllowed_v0_18,P0ObservationOnly_v0_18
1,WS:US:MU,Micron Technology,,MU,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
2,WS:US:SNDK,Sandisk,,SNDK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
3,WS:US:NVDA,Nvidia,,NVDA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
4,WS:XTKS:285A,KIOXIA HOLDINGS CORP.,Japan,285A,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
5,WS:US:AAPL,Apple Inc.,,AAPL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
6,WS:US:MSFT,Microsoft,,MSFT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
7,WS:US:AMD,Advanced Micro Devices,,AMD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
8,WS:US:TSLA,"Tesla, Inc.",,TSLA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
9,WS:US:INTC,Intel,,INTC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
10,WS:US:AMZN,Amazon,,AMZN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
11,WS:US:META,Meta Platforms,,META,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
12,WS:US:GOOGL,Alphabet Inc. (Class A),,GOOGL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
13,WS:US:AVGO,Broadcom,,AVGO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
14,WS:US:PLTR,Palantir Technologies,,PLTR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
15,WS:US:GOOG,Alphabet Inc. (Class C),,GOOG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
16,WS:XSHE:300308,"ZHONGJI INNOLIGHT CO., LTD.",China,300308,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
17,WS:US:MRVL,Marvell Technology,,MRVL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
18,WS:US:WDC,Western Digital,,WDC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
19,WS:US:STX,Seagate Technology,,STX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
20,WS:US:AMAT,Applied Materials,,AMAT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
21,WS:US:LITE,Lumentum,,LITE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
22,WS:US:ORCL,Oracle Corporation,,ORCL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
23,WS:XSHG:603986,GigaDevice Semiconductor (Beijing) Inc.,China,603986,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
24,WS:XSHE:300502,"Eoptolink Technology Inc., Ltd",China,300502,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
25,WS:US:LLY,Lilly (Eli),,LLY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
26,WS:US:LRCX,Lam Research,,LRCX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
27,WS:US:WMT,Walmart,,WMT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
28,WS:US:V,Visa Inc.,,V,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
29,WS:US:DELL,Dell Technologies,,DELL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
30,WS:US:CAT,Caterpillar Inc.,,CAT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
31,WS:US:NFLX,Netflix,,NFLX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
32,WS:US:CRM,Salesforce,,CRM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
33,WS:XSHE:002384,Suzhou Dongshan Precision Manufacturing Co Ltd,China,002384,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
34,WS:US:APP,AppLovin,,APP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
35,WS:XSHG:688256,Cambricon Technologies Corporation Limited,China,688256,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
36,WS:US:NOW,ServiceNow,,NOW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
37,WS:US:CSCO,Cisco,,CSCO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
38,WS:US:XOM,ExxonMobil,,XOM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
39,WS:US:BRK.B,Berkshire Hathaway,,BRK.B,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
40,WS:US:JPM,JPMorgan Chase,,JPM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
41,WS:US:GEV,GE Vernova,,GEV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
42,WS:US:COHR,Coherent Corp.,,COHR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
43,WS:XSHE:300394,"Suzhou TFC Optical Communication Co., Ltd.",China,300394,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
44,WS:US:KLAC,KLA Corporation,,KLAC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
45,WS:US:PANW,Palo Alto Networks,,PANW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
46,WS:XTKS:5803,FUJIKURA LTD.,Japan,5803,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
47,WS:US:GS,Goldman Sachs,,GS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
48,WS:US:GLW,Corning Inc.,,GLW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
49,WS:US:BAC,Bank of America,,BAC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
50,WS:US:TXN,Texas Instruments,,TXN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
51,WS:US:COST,Costco,,COST,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
52,WS:US:JNJ,Johnson & Johnson,,JNJ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
53,WS:US:MA,Mastercard,,MA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
54,WS:US:UNH,UnitedHealth Group,,UNH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
55,WS:XTKS:6857,ADVANTEST CORP.,Japan,6857,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
56,WS:XSHG:600584,"JCET Group Co., Ltd.",China,600584,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
57,WS:XSHE:000938,"Unisplendour Co., Ltd.",China,000938,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
58,WS:XTKS:9984,SOFTBANK GROUP CORP.,Japan,9984,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
59,WS:ISIN:TW0002330008,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",Taiwan,2330,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
60,WS:US:HOOD,Robinhood Markets,,HOOD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
61,WS:XSHG:600176,"CHINA JUSHI CO., LTD.",China,600176,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
62,WS:US:CVX,Chevron Corporation,,CVX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
63,WS:US:CRWD,CrowdStrike,,CRWD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
64,WS:US:QCOM,Qualcomm,,QCOM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
65,WS:XSHG:688008,"Montage Technology Co., Ltd.",China,688008,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
66,WS:XSHG:688012,Advanced Micro-Fabrication Equipment Inc. China,China,688012,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
67,WS:XSHE:000725,BOE Technology Group Co Ltd,China,000725,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
68,WS:XSHG:603259,"WuXi AppTec Co., Ltd.",China,603259,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
69,WS:XSHG:600183,"Shengyi Technology Co.,Ltd.",China,600183,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
70,WS:US:VRT,Vertiv,,VRT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
71,WS:US:ANET,Arista Networks,,ANET,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
72,WS:US:UBER,Uber,,UBER,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
73,WS:XSHE:300408,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",China,300408,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
74,WS:XSHE:300750,"Contemporary Amperex Technology Co., Limited.",China,300750,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
75,WS:XTKS:6976,"TAIYO YUDEN CO., LTD.",Japan,6976,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
76,WS:US:KO,Coca-Cola Company (The),,KO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
77,WS:US:IBM,IBM,,IBM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
78,WS:US:ADI,Analog Devices,,ADI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
79,WS:US:ABBV,AbbVie,,ABBV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
80,WS:XSHE:300476,"Victory Giant Technology (HuiZhou)Co.,Ltd.",China,300476,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
81,WS:US:SMCI,Supermicro,,SMCI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
82,WS:US:PG,Procter & Gamble,,PG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
83,WS:US:HD,Home Depot (The),,HD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
84,WS:US:BA,Boeing,,BA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
85,WS:XTKS:6981,"MURATA MANUFACTURING CO., LTD.",Japan,6981,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
86,WS:ISIN:TW0002408002,NANYA TECHNOLOGY CORPORATION,Taiwan,2408,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
87,WS:US:C,Citigroup,,C,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
88,WS:XSHG:601138,"Foxconn Industrial Internet Co., Ltd.",China,601138,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
89,WS:US:MCD,McDonald's,,MCD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
90,WS:XSHG:601899,Zijin Mining Group Co Ltd,China,601899,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
91,WS:XTKS:8035,TOKYO ELECTRON LTD.,Japan,8035,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
92,WS:US:GE,GE Aerospace,,GE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
93,WS:US:ADBE,Adobe Inc.,,ADBE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
94,WS:US:TER,Teradyne,,TER,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
95,WS:US:INTU,Intuit,,INTU,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
96,WS:US:MRK,Merck & Co.,,MRK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
97,WS:US:DDOG,Datadog,,DDOG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
98,WS:XSHG:688981,Semiconductor Manufacturing International Corporation,China,688981,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
99,WS:US:WFC,Wells Fargo,,WFC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
100,WS:US:AMGN,Amgen,,AMGN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
101,WS:US:COIN,Coinbase,,COIN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
102,WS:XSHG:600522,Jiangsu Zhongtian Technologies Co Ltd,China,600522,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
103,WS:XSHE:301308,"Shenzhen Longsys Electronics Co., Ltd.",China,301308,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
104,WS:US:BKNG,Booking Holdings,,BKNG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
105,WS:US:RTX,RTX Corporation,,RTX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
106,WS:XSHE:002371,"NAURA Technology Group Co.,Ltd.",China,002371,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
107,WS:US:TMO,Thermo Fisher Scientific,,TMO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
108,WS:US:LIN,Linde plc,,LIN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
109,WS:XSHE:002475,"Luxshare Precision Industry Co., Ltd.",China,002475,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
110,WS:US:ACN,Accenture,,ACN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
111,WS:US:PFE,Pfizer,,PFE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
112,WS:XSHE:000977,"Inspur Electronic Information Industry Co.,Ltd",China,000977,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
113,WS:US:APH,Amphenol,,APH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
114,WS:ISIN:TW0002454006,MEDIATEK INC.,Taiwan,2454,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
115,WS:XTKS:4062,"IBIDEN CO., LTD.",Japan,4062,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
116,WS:US:ISRG,Intuitive Surgical,,ISRG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
117,WS:US:MS,Morgan Stanley,,MS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
118,WS:US:T,AT&T,,T,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
119,WS:US:DIS,Walt Disney Company (The),,DIS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
120,WS:US:NEE,NextEra Energy,,NEE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
121,WS:XSHG:688041,"Hygon Information Technology Co., Ltd.",China,688041,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
122,WS:XTKS:8306,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Japan,8306,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
123,WS:US:BSX,Boston Scientific,,BSX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
124,WS:US:PEP,PepsiCo,,PEP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
125,WS:US:NKE,"Nike, Inc.",,NKE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
126,WS:US:VZ,Verizon,,VZ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
127,WS:US:PATH,UiPath,,PATH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
128,WS:US:MPWR,Monolithic Power Systems,,MPWR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
129,WS:US:PM,Philip Morris International,,PM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
130,WS:US:GILD,Gilead Sciences,,GILD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
131,WS:US:TJX,TJX Companies,,TJX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
132,WS:XSHE:002463,Wus Printed Circuit (Kunshan) Co Ltd,China,002463,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
133,WS:US:COP,ConocoPhillips,,COP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
134,WS:US:ABT,Abbott Laboratories,,ABT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
135,WS:US:AXP,American Express,,AXP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
136,WS:US:HPE,Hewlett Packard Enterprise,,HPE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
137,WS:US:MCK,McKesson Corporation,,MCK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
138,WS:XSHE:000988,Huagong Tech Co Ltd,China,000988,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
139,WS:ISIN:TW0002327004,YAGEO CORPORATION,Taiwan,2327,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
140,WS:US:TMUS,T-Mobile US,,TMUS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
141,WS:US:FCX,Freeport-McMoRan,,FCX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
142,WS:XSHE:000657,China Tungsten and Hightech Materials Co Ltd,China,000657,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
143,WS:US:ETN,Eaton Corporation,,ETN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
144,WS:US:NEM,Newmont,,NEM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
145,WS:US:DASH,DoorDash,,DASH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
146,WS:US:SPGI,S&P Global,,SPGI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
147,WS:US:AAL,American Airlines Group,,AAL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
148,WS:US:ABNB,Airbnb,,ABNB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
149,WS:ISIN:TW0002344009,WINBOND ELECTRONICS CORPORATION,Taiwan,2344,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
150,WS:XSHE:300274,Sungrow Power Supply Co Ltd,China,300274,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
151,WS:US:COF,Capital One,,COF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
152,WS:XSHG:688072,Piotech Inc.,China,688072,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
153,WS:US:MPC,Marathon Petroleum,,MPC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
154,WS:US:CIEN,Ciena,,CIEN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
155,WS:US:NXPI,NXP Semiconductors,,NXPI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
156,WS:US:RDDT,Reddit,,RDDT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
157,WS:US:VLO,Valero Energy,,VLO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
158,WS:XTKS:6920,LASERTEC CORP.,Japan,6920,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
